KSHKOD;HELYES;KSHK;USERRATE;CONNECTIVI;LN_USE;LN_CONN;LN_POP;LN_BP_KM;TAXPAY;WAGE_POP;TV_POP;ISDN_CABLE;LIBR;BOOK;CULT;PC_ISK;INTISK;PCUSEISK;SALARY;TELCOM
595;Kissomly¡;595;23.9382;140.274;3.17548;4.9436;5.55683;5.26827;35.9073;395.548;17.3745;0;0;0;11.583;0;0;0;919.929539295393;-1.38305773834883
2815;Kisszßllßs;2815;14.9723;161.01;2.7062;5.08147;7.90286;5.12277;38.3734;456.586;15.6007;3.33952;13.8632;10.4133;5.91497;8.13309;0.369686;43.6229;1969.06323687031;1.12430313836083
2776;KisszÚkely;2776;0;0;0;0;5.93754;4.87413;24.8021;300.987;19.2612;7.84314;0;0;26.3852;0;0;0;1091.34831460674;-0.538005912825561
975;Kisszekeres;975;25.jún;160.553;1.83258;5.07862;6.41017;5.7533;33.2237;405.127;0;7.33945;8.22368;0.28;6.57895;0;0;0;1866.11219512195;-0.551188682696986
865;Kisszentmßrton;865;0;0;0;0;5.65948;5.50558;35.1916;333.334;0;0;0;0;0;0;0;0;1674.42517006803;-0.902870393861825
1305;Kissziget;1305;0;0;0;0;5.1985;5.4889;41.989;539.32;23.7569;7.01754;0;0;5.52486;0;0;0;1133.18918918919;-0.519268338818856
2300;Kissz§l§s;2300;0;0;0;0;4.93447;5.18543;25.8993;268.345;0;8;0;0;14.3885;0;0;0;1675.00859598854;-0.063009592839359
1235;Kistamßsi;1235;0;0;0;0;4.94876;5.50598;36.1702;353.837;0;0;0;0;7.0922;0;0;0;935.942528735632;0.00291524041128516
315;Kistapolca;315;0;0;0;0;5.35659;5.48368;42.9245;553.34;0;10.8108;0;0;0;0;0;0;2215.25352112676;-1.4701887406011
3415;Kistarcsa;3415;39.7349;118.253;3.68223;4.77283;9.27219;3.2422;44.8111;863.761;18.9885;11.0672;7.1724;27.2307;6.48618;13.9124;0.658018;70.22;917.771428571429;0.0255923959037654
3102;Kistelek;3102;27.8021;153.205;3.32511;5.03177;8.92784;4.96815;40.3237;509.795;14.1265;8.52378;14.7765;54.0413;7.2954;14.3255;0.397931;82.1064;1323.48453608247;0.83857486872908
1239;Kistokaj;1239;13.745;107;2.62068;4.67283;7.60489;5.13539;44.7211;814.518;17.7291;11.6667;11.9522;8.10417;8.96414;12.9482;0.498008;61.753;1017.44117647059;-0.439281555549866
2094;Kistolmßcs;2094;0;0;0;0;5.26269;5.51946;27.9793;316.715;27.4611;4.08163;38.342;17.1351;41.4508;0;0;0;904.409090909091;0.583963940812384
386;Kistormßs;386;0;0;0;0;5.8944;4.97279;45.4545;476.185;22.0386;0;0;0;0;0;0;0;1231.85135135135;0.623211575634188
1074;Kist¡tfalu;1074;14.245;138.26;2.65641;4.92914;5.86079;5.39816;38.1766;575.678;0;8.33333;0;0;11.396;0;0;0;1101.58064516129;-0.015267061852539
2591;Kisÿjszßllßs;2591;26.7916;151.247;3.28809;5.01892;9.41116;5.07374;40.805;589.509;4.14758;10.6326;15.2814;57.8876;4.41754;28.9594;0.65445;189.218;978.254901960784;-0.538831889350548
250;Kisunyom;250;17.0792;106.971;2.83786;4.67256;6.00141;5.4833;52.7228;871.277;13.6139;1.88679;0;0;0;0;0;0;1289.0989010989;-0.385874270352196
926;Kisvßrda;926;46.7172;173.686;3.84411;5.15725;9.80251;5.63483;44.1894;739.077;13.358;24.2181;36.0197;9.92138;6.08441;29.0945;0.99563;258.366;1927.56303754982;0.540859859896074
1267;Kisvarsßny;1267;12.4521;181.415;2.52189;5.20079;6.95081;5.65442;34.9617;508.993;0;6.77966;15.613;11.135;0;36.3985;1.91571;42.1456;1264.25690789474;0.11109580731728
1636;Kisvßsßrhely;1636;0;0;0;0;4.07754;5.40919;40.678;344.271;0;0;0;0;33.8983;0;0;0;1821.3285077951;-0.76596782083088
954;Kisvaszar;954;0;0;0;0;5.87493;5.32042;23.5955;220.683;0;16.6667;0;0;0;0;0;0;1131.96296296296;0.171502769293438
3118;Kisvejke;3118;10.5495;138.458;2.35607;4.93057;6.1203;5.21591;26.8132;288.833;22.4176;11.1111;0;0;0;0;0;0;1047.60606060606;-0.430569510185791
2666;Kiszombor;2666;22.5385;143.559;3.11522;4.96675;8.36311;5.27806;39.944;535.664;10.056;8.81459;16.4489;28.2156;6.5329;9.09939;0.466636;57.1629;1507.9328358209;-0.194913114963217
1548;Kiszsidßny;1548;15.8416;131.5;2.76264;4.87901;4.61512;5.70814;39.604;614.238;0;7.14286;0;0;29.703;0;0;0;1444.69987971131;-0.579499469102363
825;Klßrafalva;825;12.7135;125.716;2.54266;4.83403;6.2672;5.22918;40.2277;467.125;14.9905;3.8835;13.2827;60.5143;0;0;0;0;1652.56338028169;0.426254441879068
2524;K÷blÚny;2524;10.219;112.5;2.32425;4.72295;5.61313;5.24771;31.7518;380.927;0;0;0;0;3.64964;0;0;0;1672.5219677056;-0.272687440162464
251;Kocs;251;14.6131;136.692;2.68192;4.91773;7.88683;4.37902;47.4831;724.208;27.0473;5.25624;0;0;9.76709;10.5184;0.375657;43.2006;1455.8602739726;0.115923634008335
3277;KocsÚr;3277;15.5567;117.905;2.74449;4.76988;7.58426;4.58446;35.4347;465.039;8.18505;5.14851;11.032;15.7235;1.01678;14.7433;0.508388;85.4093;846.333333333333;-0.709880289654111
419;K÷csk;419;0;0;0;0;5.68698;5.29411;37.9661;490.058;0;0;0;0;33.8983;0;0;0;935.27380952381;-0.558232009003915
2243;Kocsola;2243;0;0;0;0;7.20489;5.05267;29.049;300.159;14.4131;7.46269;0;0;0;17.0877;0.742942;63.893;1077.20491803279;0.529082028110827
744;Kocsord;744;4.46341;640.015;1.49591;6.46149;8.02191;5.66365;33.7381;458.547;16.2127;4.62046;0;0;0;16.4096;0.328192;77.7814;1341.03738317757;-0.548417712852621
1745;Kokad;1745;6.5123;111.267;1.87369;4.71193;6.53814;5.56483;30.9696;292.023;0;10.5263;15.919;13.4182;4.34153;15.919;1.44718;85.3835;1550.95;-0.436451210639593
354;K÷kÚny;354;18.3926;167.202;2.91195;5.1192;6.47235;5.36831;47.4498;661.4;0;6.41026;3.09119;15.febr;9.27357;0;0;0;1189.85163776493;0.908825975511992
1374;K§kÿt;1374;0;0;0;0;6.40688;5.40452;12.0462;111.525;0;0;0;0;1.65017;0;0;0;1213.55319148936;-0.158714499166172
1666;K÷lcse;1666;21.9228;179.495;3.08753;5.19015;7.22475;5.76901;33.7218;398.47;0;05.júl;32.2651;4.75847;25.4916;18.2083;0.728332;152.95;1219.39108910891;-0.412412854197255
1046;K÷lesd;1046;20.5619;126.429;3.02344;4.83968;7.35628;4.95491;37.9949;450.628;27.6501;5.09915;0;0;33.2056;10.2171;0.63857;55.5556;947.19801980198;-0.362376454644467
1789;K÷lked;1789;12.0841;147.529;2.49189;4.99402;7.04054;5.32418;29.2469;355.081;21.8914;6.96517;15.2364;4.36782;6.1296;18.3888;0.875657;50.7881;1284.43421052632;0.206668423889674
3018;Kolontßr;3018;14.8503;110.613;2.69802;4.70604;6.72743;5.11283;46.8263;588.37;0;2.96296;32.9341;2.45091;8.38323;7.18563;1.1976;11.976;1036.11111111111;-0.967196369726606
216;Komßdi;216;19.6945;180.228;2.98034;5.19422;8.71407;5.70631;33.7221;437.946;11.6623;7.84314;9.80618;17.2513;9.36268;8.21288;0.328515;85.2497;1161.20283018868;-0.390401749825907
544;Komßrom;544;38.3281;150.688;3.64618;5.01521;9.88604;4.55934;51.2109;998.107;7.48957;18.9928;10.3694;9.64868;7.9882;35.0565;0.712323;174.57;1525.1914556962;-0.577411617029043
1061;Komjßti;1061;0;0;0;0;5.70711;5.48617;33.887;421.757;28.2392;4.81928;0;0;0;0;0;0;1312.38307030129;1.51770286742217
1453;K÷ml§;1453;3.47567;98.0857;1.24579;4.58584;7.60788;4.84411;21.4995;254.252;0;7.14286;19.2651;11.3763;9.43396;9.43396;0.496524;122.642;1033.28388746803;0.0404174052677767
763;K÷ml§d;763;17.0444;88.8404;2.83582;4.48684;7.00579;4.3979;48.0508;701.15;0;8;6.61831;15.137;0;25.3853;2.71985;58.9302;1359.13715953307;0.0751630675418955
2640;Koml¡;2640;37.2303;157.419;3.61712;5.05891;10.2025;5.32286;40.7712;588.068;23.4742;9.59624;9.78124;27.7949;3.18873;18.febr;0.519095;79.8294;1504.72800460035;-1.04639149444496
2233;Koml¡dt¡tfalu;2233;0;0;0;0;4.78749;5.7613;28.3333;235.833;0;8.69565;0;0;0;0;0;0;942.934579439252;-0.039707170163657
985;Koml¡sd;985;0;0;0;0;5.26269;5.57329;48.1865;509.912;0;0;0;0;25.9067;0;0;0;1256.49360613811;1.38681495197375
1655;Koml¡ska;1655;9.72644;135.156;2.27485;4.90643;5.79606;5.48786;41.6413;442.392;30.3951;7.40741;0;0;0;6.07903;3.03951;27.3556;1298.69264490989;-0.800816303559852
2361;K÷m÷r§;2361;7.93103;144.022;2.07078;4.96996;6.36303;5.73224;32.069;316.226;0;0;20.6897;2.04167;0;8.62069;1.72414;37.931;1949.01122702434;-0.514391207860883
2714;Komor¡;2714;18.0556;145.992;2.89345;4.98355;7.2724;5.66098;36.25;518.83;0;7.53138;15.625;18.0889;1.38889;7.63889;0.694444;81.9444;1244.59803921569;0.0892168902913514
1380;K÷mp÷c;1380;16.366;131.071;2.7952;4.87574;6.65415;4.96835;35.567;315.531;0;06.jan;2.96392;4.47826;1.28866;7.73196;1.28866;43.8144;1442.3592215351;0.403200642407325
2399;Kompolt;2399;11.8767;123.019;2.47458;4.81234;7.69894;4.65081;35.5394;508.094;0;4.80591;9.56482;15.1232;0.906618;9.06618;0.453309;77.0626;832.352941176471;0.174191474323167
1302;Kondorfa;1302;8.78735;128.74;2.17331;4.85779;6.34388;5.58225;39.0158;479.543;0;0.970874;0;0;15.8172;0;0;0;1058.20430107527;0.610611164202043
1028;Kondoros;1028;25.8024;175.144;3.25047;5.16561;8.62641;5.32433;47.4807;593.447;22.4493;2.46508;16.1736;33.0831;8.06885;7.35162;0.358616;52.8958;1062.38686131387;-0.962360557772534
3249;Kond¡;3249;8.52018;103.333;2.14244;4.63796;6.50578;5.31128;32.1375;445.617;20.4783;5.04202;10.4634;29.1429;0;0;0;0;1431.25478927203;0.561819111213445
2596;Konyßr;2596;7.97386;130.765;2.07617;4.8734;7.73849;5.58143;25.8388;282.794;5.83878;6.31579;13.4205;19.0455;7.84314;6.97168;0.43573;55.3377;1429.66326530612;-0.26400832097145
2118;Koppßnyszßnt¡;2118;13.7405;137.907;2.62034;4.92658;5.97381;5.02611;29.5165;320.791;24.173;0;0;0;12.7226;0;0;0;1386.59534883721;-0.514285936013456
2295;Korlßt;2295;0;0;0;0;5.79301;5.42208;27.1341;242.244;0;0;0;0;0;0;0;0;1229.0990990991;1.17186458512647
1353;K÷rmend;1353;41.4539;162.45;3.72458;5.09037;9.40137;5.46717;51.9372;919.057;29.8224;13.3488;27.501;29.4611;9.91326;36.4312;0.660884;182.9;1249.86933534743;-0.654210218862526
3055;K÷rnye;3055;25.038;126.596;3.22039;4.841;8.43577;4.27137;49.1647;865.321;25.9492;17.655;0;0;1.9527;6.72597;0.216967;42.9594;1511.35189309577;0.68798988234191
2660;K÷r÷m;2660;3.90456;112.444;1.36214;4.72246;7.23201;5.10891;16.6305;206.48;6.94143;6.10687;0;0;6.50759;29.6457;0.723066;167.028;1094.45531197302;0.169132707495273
2463;Koronc¡;2463;23.0731;171.549;3.13867;5.14487;7.5999;4.9032;48.3483;660.986;14.8649;13.8776;0;0;8.50851;9.00901;0.500501;43.5435;1517.25584255843;-0.263654550289658
1551;K§r÷shegy;1551;16.4402;144.62;2.79973;4.97411;7.29438;4.84277;44.2935;532.487;0;9.42184;0;0;12.9076;10.8696;0.679348;64.538;1086.81896551724;-0.798306907439518
1161;K÷r÷sladßny;1161;23.736;1.55706;3.16699;0.442798;8.51399;5.26987;40.8106;551.358;13.7239;6.33947;8.64767;23.3387;13.8443;6.01926;0.401284;41.5329;892.76404494382;-0.0040484377992401
1076;K÷r÷snagyharsßny;1076;7.94118;101.63;2.07206;4.62134;6.52209;5.71844;25;237.112;0;0;0;0;23.5294;17.6471;1.47059;44.1176;1367.13354037267;-0.344633497157751
3113;K÷r÷sszakßl;3113;18.7927;204.721;2.93347;5.32165;6.77765;5.70335;29.1572;334.319;10.3645;4.7619;20.7289;10.011;0;0;0;0;936.48;0.505801480281303
894;K÷r÷sszegapßti;894;11.4286;164.793;2.43612;5.10469;6.92264;5.68806;38.6207;470.935;13.4975;0;13.1034;10.9173;33.4975;21.6749;0.985222;53.202;1592.6875;0.689539698689358
1290;K÷r÷starcsa;1290;23.5624;153.463;3.15965;5.03346;7.95578;5.27182;40.2174;483.437;23.0715;1.40598;18.899;14.7774;36.4656;6.31136;0.350631;60.6592;1425.2304964539;0.821837770461462
3297;K§r÷stetÚtlen;3297;13.4415;124.638;2.59835;4.82541;6.76041;4.63831;43.2213;538.76;6.37312;8.29493;0;0;0;12.7462;1.15875;92.6999;1332.41340075853;-0.687036491676425
3016;K÷r÷sÿjfalu;3016;0;0;0;0;6.46459;5.74403;34.7352;384.009;0;0;0;0;0;0;0;0;1165.71171171171;-0.082523154432017
2768;Kosd;2768;26.7413;133.423;3.28621;4.89353;7.78821;3.70549;43.7811;697.296;22.3881;5.21042;0;0;0;9.12106;0.414594;32.3383;1373.72727272727;-0.65291715897015
3065;K§szßrhegy;3065;22.8846;116.577;3.13046;4.75855;7.35244;4.35555;49.1667;803.296;0;5.58659;5.44872;21.4941;10.2564;0;0;0;996.753424657534;-1.61846879808357
1683;K§szeg;1683;36.0907;154.937;3.58604;5.04302;9.35816;5.68395;45.355;718.534;36.8498;11.721;16.4668;37.4793;6.7282;30.3632;0.776331;185.543;1294.14864864865;-0.063275211672778
574;K§szegdoroszl¡;574;20.3187;137.667;3.01154;4.92484;5.52545;5.46472;50.5976;667.41;0;9.52381;0;0;23.9044;0;0;0;1896.53734756098;0.242252701970994
2604;K§szegpaty;2604;0;0;0;0;5.37064;5.42093;44.186;641.493;22.7907;7.69231;0;0;4.65116;0;0;0;1066.16666666667;-0.166718626160281
2010;K§szegszerdahely;2010;21.7899;150.902;3.08145;5.01663;6.24222;5.47433;44.7471;668.986;0;10.4575;0;0;11.6732;36.965;1.94553;145.914;1199.70114942529;-1.0244868181403
1814;K÷tcse;1814;17.2101;142.126;2.8455;4.95672;6.31355;4.94435;36.5942;429.284;0;9.52381;0;0;10.8696;18.1159;1.81159;21.7391;1290.77678571429;1.08236690815906
680;K÷tegyßn;680;15.8498;163.558;2.76316;5.09717;7.35947;5.71192;32.2088;445.132;0;0;26.7346;4.01667;5.0923;8.27498;0.636537;64.2903;1393.89576547231;-1.13210611549565
1123;K§telek;1123;9.38967;107.375;2.23961;4.67633;7.44073;4.98052;30.1643;387.881;6.51408;6.19048;33.6268;13.8551;11.7371;7.04225;0.586854;48.1221;925.808219178082;-1.00421274177914
2422;Kovßcshida;2422;0;0;0;0;5.64545;5.44734;39.2226;457.223;0;5.55556;0;0;28.2686;0;0;0;1181.63930885529;1.31245587215204
1451;KovßcsszÚnßja;1451;0;0;0;0;4.21951;5.38077;32.3529;444.441;0;0;23.5294;1.9375;14.7059;0;0;0;1186.0218487395;1.05844171329119
2854;Kovßcsvßgßs;2854;5.3681;129.686;1.68047;4.86511;6.48004;5.59441;22.3926;223.199;12.2699;3.9604;0;0;12.2699;30.6748;0;62.8834;1214.08083832335;-0.539200542498064
2345;K§vßg¡÷rs;2345;11.8102;111.206;2.46896;4.71138;6.80904;5.0892;41.0596;487.182;0;4.13793;0;0;43.0464;0;0;0;1182.59584295612;-0.072864161540473
1553;K§vßg¡sz§l§s;1553;20.6748;128.306;3.02892;4.85441;7.23921;5.36439;39.9856;547.269;0;24;0;0;10.0503;10.0503;0.717875;56.7121;1459.18490566038;-0.169178595351264
699;K§vßg¡t÷tt÷s;699;12.1387;135.429;2.4964;4.90844;5.84644;5.37231;34.3931;374.535;23.4104;15.3846;0;0;34.6821;0;0;0;986.08064516129;-1.1198647485282
995;K÷vegy;995;8.97436;118.429;2.19437;4.77431;6.14847;5.37856;29.4872;290.799;0;2.66667;1.49573;6.42857;0;0;0;0;887.144927536232;-0.095866374152024
2585;K÷veskßl;2585;18.8073;119.183;2.93425;4.78066;6.07764;5.06291;42.6606;475.766;0;13.2353;0;0;18.3486;0;0;0;1769.55400031812;-0.126599406140286
1384;Kozßrd;1384;12.7778;99.5652;2.54771;4.60081;5.19296;4.3854;41.1111;532.039;0;0;23.8889;22.907;0;0;0;0;1760.04589585172;-0.938496899583475
633;Kozßrmisleny;633;9.58126;559.154;2.25981;6.32642;8.63693;5.32071;46.5578;882.987;17.4592;12.642;7.68275;6.194;6.03265;9.40383;0.177431;27.5018;1241.57391304348;-0.718948572239501
1308;Kozmadombja;1308;0;0;0;0;3.93183;5.53745;35.2941;376.294;0;0;0;0;0;0;0;0;1202.17944785276;0.0913718246397108
1957;Krasznokvajda;1957;13.7631;83.9494;2.62199;4.43021;6.35263;5.41361;35.5401;430.293;0;14.ápr;34.4948;10.1061;0;62.7178;1.74216;228.223;1351.01671583088;0.478800796748479
1441;KØbekhßza;1441;15.2595;102.807;2.7252;4.63286;7.37713;5.23564;40.9631;526.88;12.758;1.31579;9.50594;17.9671;0;13.7586;0.625391;40.025;948.447058823529;0.889871606027572
3420;Kulcs;3420;31.8727;128.398;3.46175;4.85514;7.79111;4.22464;46.2588;869.618;14.7995;6.16016;7.56511;5.47541;2.48036;6.20091;0.413394;40.5126;1202.05928509154;0.271034409473791
3222;KØls§sßrd;3222;0;0;0;0;4.49981;5.53315;48.8889;639.967;28.8889;0;0;0;22.2222;0;0;0;1246.51474530831;0.281639761995807
1614;KØls§vat;1614;17.2285;124.761;2.84656;4.8264;6.68586;5.21292;37.7029;518.901;13.7328;0;0;0;0;18.7266;1.24844;83.6454;1105.533632287;0.190348281889695
585;Kunadacs;585;10;105.762;2.30259;4.66119;7.40245;4.4598;43.2927;418.58;16.1585;8.94569;12.439;17.4216;7.92683;12.1951;0.609756;67.0732;1146.609375;-0.167599300352634
1604;Kunßgota;1604;15.4227;134.884;2.73584;4.90442;8.01566;5.664;30.8785;327.054;0;0;8.09115;20.2041;5.94452;10.568;0.330251;62.0872;1219.38520408163;-0.886435925882426
604;Kunbaja;604;21.4815;150.82;3.06719;5.01608;7.47022;5.2692;36.0114;392.762;0;2.08877;11.7949;18.3575;0;12.5356;0.569801;70.0855;1633.82138200782;0.0855401562006112
772;Kunbaracs;772;13.2104;88.7442;2.58101;4.48576;6.47851;4.37311;36.0983;449.002;0;5.6338;0;0;0;30.722;1.5361;44.5469;1584.24496006086;-0.146854338024637
525;Kuncsorba;525;9.09091;95.9077;2.20727;4.56339;6.57228;5.01356;42.6573;454.255;0;7.54717;8.67133;13.129;0;6.99301;1.3986;15.3846;1319.05511811024;0.0847988188967696
2902;KunfehÚrt¡;2902;27.5618;142.122;3.31643;4.95668;7.72489;5.06152;42.712;562.115;8.65724;4.0404;26.2367;16.3636;34.0106;10.6007;0.441696;68.0212;1451.8;0.615082940619481
406;KØng÷s;406;21.8058;102.789;3.08218;4.63268;6.37502;4.65956;43.1005;620.894;0;3.8835;12.0954;2.91549;107.325;0;0;0;1495.03913043478;-0.953189709599774
2256;Kunhegyes;2256;21.9414;135.284;3.08837;4.90738;9.0392;5.07586;38.3173;509.003;2.02919;9.39335;14.1687;49.4841;19.2239;22.4279;0.711997;158.419;1173.09405940594;-0.099762460962317
2317;Kunmadaras;2317;13.658;121.16;2.61432;4.79711;8.68169;5.14283;28.2491;338.226;0;8.07651;8.70377;17.7057;7.12589;9.67085;0.508992;76.8578;1382.02173913043;-0.682641553987359
3191;KunpeszÚr;3191;8.72781;112.983;2.16651;4.72724;6.51619;4.15167;41.568;423.108;0;6.81818;19.9704;27.4074;0;11.8343;1.47929;39.9408;1285.89494163424;0.289964014721018
3189;Kunszßllßs;3189;23.2112;129.313;3.14463;4.86224;7.4495;4.74927;44.3863;597.343;10.9366;9.04523;0;0;23.2693;11.6347;0.581734;68.6446;1186.52419354839;-0.364920085756276
3250;Kunszentmßrton;3250;25.7576;135.499;3.24873;4.90897;9.1313;4.98566;41.8831;571.717;18.8203;11.2764;7.61905;84.8906;17.2078;11.7965;0.4329;77.5974;1368.66427289048;-0.930049314590296
2813;Kunszentmikl¡s;2813;25.0992;159.598;3.22284;5.07266;9.08489;4.2396;41.6166;587.212;0;12.6743;6.57522;33.3241;1.24702;23.5801;0.566829;139.1;1088.98319327731;-0.920194551649114
3162;Kunsziget;3162;42.928;203.335;3.75953;5.31486;7.09755;4.95463;48.9661;787.511;17.7833;16.5854;0;0;15.7155;8.2713;0.82713;38.8751;986.188405797102;-0.350794514974352
2654;Kup;2654;14.2857;123.588;2.65926;4.81696;6.16542;5.13433;46.0084;554.08;0;3.77358;5.04202;9.625;10.5042;0;0;0;1115.23655913978;-0.620001559817997
1872;Kupa;1872;0;0;0;0;5.19296;5.32267;39.4444;333.233;24.4444;0;0;0;0;0;0;0;1210.72549019608;-0.207594384450328
2050;Kurd;2050;21.4341;155.625;3.06498;5.04745;7.15696;5.12527;34.4505;409.18;21.668;6.64452;0;0;0;14.809;0.779423;53.7802;1879.89722966935;-0.486534839749162
1181;Kurityßn;1181;14.115;75.9315;2.64724;4.32983;7.47136;5.35029;40.1821;539.59;27.0347;7.43034;2.67501;41.0638;10.8139;15.3671;1.70746;60.8993;966.861971830986;-0.930178414027745
1947;Kustßnszeg;1947;16.6362;198.901;2.81158;5.29281;6.30445;5.51319;38.2084;450.459;22.4863;2.66667;0;0;9.14077;7.31261;0;36.5631;1059.16684491979;-0.429161324010182
2885;Kutas;2885;9.94798;134.536;2.29737;4.90183;7.33824;5.39249;36.9961;408.062;0;8.09969;0;0;25.3576;12.3537;0.650195;77.3732;1090.66139240506;-0.075652861480392
1945;Kutas¡;1945;29.0909;94.3125;3.37043;4.54661;4.70048;4.50778;42.7273;542.636;0;0;43.6364;5.04167;36.3636;0;0;0;1243.82978723404;-0.023876927158456
3136;K¡ka;3136;26.7126;120.56;3.28514;4.79214;8.41094;3.96329;38.6788;582.011;19.7509;3.58744;8.62989;10.2036;5.78292;5.5605;0.22242;34.0302;1064.89180327869;-0.366132908513214
1126;K¡ny;1126;33.089;199.911;3.4992;5.29787;7.91169;5.00092;49.3587;745.984;16.1964;9.20097;0;0;0;5.86295;0.366435;55.6981;1316.05894519131;1.04534623140766
689;K¡phßza;689;29.3407;169.943;3.37898;5.13547;7.59438;5.32023;40.916;620.8;19.6779;11.0727;5.13337;3.38235;3.01963;9.05888;0.503271;24.6603;1328.38804583462;-0.059081414494773
811;K¡r¡s;811;7.22892;102.333;1.97809;4.62824;5.51745;5.46933;30.1205;282.072;0;0;0;0;4.01606;0;0;0;1197.3009009009;-0.654142529347523
2467;K¡spallag;2467;20.6434;117.39;3.0274;4.7655;6.61473;4.13068;37.8016;538.76;5.89812;3.7037;10.7239;25.jún;21.4477;6.70241;1.34048;26.8097;1017.86832740214;-0.021933224805748
2372;K¡taj;2372;19.1095;133.22;2.95019;4.892;8.42002;5.55432;34.8689;464.597;0;6.59341;5.2678;44.4686;0.66123;5.51025;0.22041;52.678;1345.78243774574;0.145951594201501
1525;Lßbatlan;1525;30.3558;142.093;3.41299;4.95648;8.58298;4.18647;47.6217;823.099;28.4644;11.3276;7.73408;23.0145;5.24345;8.61423;0.561798;39.8876;1365.03049095607;1.16575120836861
2829;Lßbod;2829;12.2955;157.601;2.50923;5.06007;7.66809;5.46133;36.5124;428.354;22.2066;7.78032;0;0;4.20757;12.6227;0.467508;72.9313;1411.00381367475;-0.638936999718758
2084;LßcacsÚke;2084;0;0;0;0;6.02587;5.71594;9.42029;87.8357;0;7.84314;0;0;0;0;0;0;1608.27871621622;-0.087045463245156
1625;Lad;1625;13.154;115.273;2.57672;4.7473;6.50578;5.42049;32.287;388.955;0;0;0;0;0;13.4529;1.49477;88.1913;1204.30136986301;0.0653090376701347
578;Ladßnybene;578;20.4889;128.395;3.01989;4.85511;7.44892;4.24592;38.766;466.129;0;10.6583;0;0;6.40279;8.14901;0.582072;55.2969;844.816901408451;1.13321213356164
2623;Lßdbeseny§;2623;0;0;0;0;5.77144;5.35795;33.6449;401.801;0;5.6338;0;0;0;0;0;0;1187.73303167421;0.593020582137869
750;Lajoskomßrom;750;21.3175;139.488;3.05953;4.93798;7.80139;4.73145;47.6268;619.401;13.2979;18.0556;6.38298;10.8397;4.50082;8.18331;0.409165;58.5106;1342.8611898017;-0.209092144565768
1767;Lajosmizse;1767;24.2593;131.816;3.1888;4.88141;9.36546;4.22625;39.1591;510.55;6.13119;16.795;21.9558;9.95164;5.30913;5.13787;0.171262;60.6268;1178.95215311005;1.05255552868536
1585;Lak;1585;0;0;0;0;6.47235;5.33571;18.3926;196.81;16.6924;3.9604;0;0;0;30.9119;1.5456;100.464;1102.98594024605;-0.187651904604646
3379;Lakhegy;3379;20.6478;172.647;3.02761;5.15125;6.20254;5.49034;46.7611;688.929;25.7085;4.34783;0;0;14.17;0;0;0;1270;-1.1986680966389
620;Lakitelek;620;26.7606;126.811;3.28693;4.8427;8.45233;4.79306;41.3999;562.945;13.2736;9.6423;17.6056;15.2206;12.8041;6.82885;0.213402;62.0999;1286.23053435115;-0.701425269941389
1104;Lak¡csa;1104;0;0;0;0;6.44095;5.64173;26.9537;331.692;0;1.76991;37.6396;55.7712;9.56938;11.1643;1.5949;0;1309.02272727273;-0.397340369765175
3333;Lßnycs¡k;3333;33.1994;189.893;3.50253;5.24646;7.91498;5.28978;43.8641;569.861;17.0928;6.74536;13.6231;8.23324;1.82615;7.3046;0.36523;42.7319;1376.29139072848;-0.192994752156016
1460;Lßpaf§;1460;0;0;0;0;5.2832;5.12628;30.9645;273.426;14.2132;15.3846;0;0;0;0;0;0;1440.57312252964;-0.108256479201756
647;Lapßncsa;647;0;0;0;0;5.40717;5.43219;34.5291;386.982;0;10;0;0;0;0;0;0;1728.40975226111;-0.054631915667054
2129;Laskod;2129;17.6909;132.863;2.87305;4.88932;6.97915;5.58785;37.1508;391.473;9.77654;0;0;0;0;22.3464;0.931099;98.6965;1173.17413572343;-0.69237564740602
343;Lasztonya;343;0;0;0;0;4.74493;5.5144;23.4783;295.687;0;9.09091;29.5652;12.6765;0;0;0;0;932.410256410256;0.865514970185668
1486;Lßtrßny;1486;19.4503;156.203;2.96786;5.05116;7.25771;5.00327;43.8337;437.765;0;4.05405;21.2121;20.309;1.40944;25.37;0.704722;31.7125;1204.68055555556;0.24505036887337
437;Lßzi;437;21.2693;155.645;3.05726;5.04758;6.36819;4.83127;40.3087;525.521;9.26244;16.3934;0;0;6.86106;6.86106;1.71527;13.7221;1202.41591591592;-0.191351210123214
3080;Leßnyfalu;3080;33.9247;122.886;3.52414;4.81126;8.09224;3.2745;41.6641;1077.24;16.3659;12.1815;11.7161;22.1958;22.9428;5.50627;0.305904;28.4491;1194.24074074074;-0.0096729380109901
2548;Leßnyvßr;2548;33.7329;123.276;3.51847;4.81442;7.46851;3.53922;45.9475;784.408;23.2877;10.0671;8.33333;30.7055;6.84932;3.99543;0.570776;14.8402;1300.53006872852;-0.455272081290909
3366;LÚbÚny;3366;31.4716;168.519;3.44909;5.12705;8.06684;4.99362;50.957;811.471;28.2397;13.3625;13.9944;19.6323;4.07907;4.07907;0.313775;78.1299;1303.78307456812;-0.372741178493169
3039;LegÚnd;3039;16.185;107.071;2.78408;4.6735;6.2519;4.08682;35.4528;474.054;0;9.23077;0;0;0;0;0;0;1070.05042016807;-0.827624904608737
